Experiment	LongTerm Data	
1.4020602E+3	-1.1078508E+3
1.4030603E+3	-1.0999042E+3
1.4040604E+3	-1.1056659E+3
1.4050605E+3	-1.0764452E+3
1.4060605E+3	-1.0631417E+3
1.4070607E+3	-1.0356046E+3
1.4080608E+3	-1.0951133E+3
1.4090609E+3	-1.0758818E+3
1.4100610E+3	-1.0822300E+3
1.4110610E+3	-1.0785841E+3
1.4120652E+3	-1.0494778E+3
1.4130603E+3	-1.0968231E+3
1.4140604E+3	-1.0838302E+3
1.4150605E+3	-1.0581984E+3
1.4160605E+3	-1.0804583E+3
1.4170607E+3	-1.0498665E+3
1.4180608E+3	-1.0656611E+3
1.4190609E+3	-1.1117949E+3
1.4200640E+3	-1.0881826E+3
1.4210610E+3	-1.0616044E+3
1.4220612E+3	-1.0072427E+3
1.4230613E+3	-1.0704883E+3
1.4240634E+3	-1.0805033E+3
1.4250615E+3	-1.0530668E+3
1.4260646E+3	-1.0823815E+3
1.4270616E+3	-1.0648378E+3
1.4280638E+3	-1.0825881E+3
1.4290619E+3	-1.1096190E+3
1.4300610E+3	-1.0503741E+3
1.4310610E+3	-1.0799116E+3
1.4320612E+3	-1.0375358E+3
1.4330613E+3	-1.0710834E+3
1.4340624E+3	-1.0194882E+3
1.4350615E+3	-1.0318862E+3
1.4360656E+3	-1.0503916E+3
1.4370616E+3	-1.0656621E+3
1.4380638E+3	-1.0429392E+3
1.4390619E+3	-1.0821913E+3
1.4400649E+3	-1.0375267E+3
1.4410621E+3	-1.0560679E+3
1.4420642E+3	-1.0191837E+3
1.4430623E+3	-1.0407572E+3
1.4440654E+3	-1.0536528E+3
1.4450625E+3	-1.0453911E+3
1.4460646E+3	-1.0696298E+3
1.4470627E+3	-1.0129574E+3
1.4480648E+3	-1.0165444E+3
1.4490619E+3	-1.0395983E+3
1.4500640E+3	-1.0017513E+3
1.4510621E+3	-9.9379694E+2
1.4520652E+3	-1.0370221E+3
1.4530623E+3	-1.0538268E+3
1.4540643E+3	-1.0339128E+3
1.4550625E+3	-1.0115772E+3
1.4560646E+3	-1.0443828E+3
1.4570627E+3	-1.0278347E+3
1.4580648E+3	-1.0148991E+3
1.4590629E+3	-1.0651796E+3
1.4600660E+3	-1.0364607E+3
1.4610631E+3	-1.0587723E+3
1.4620642E+3	-1.0216735E+3
1.4630632E+3	-1.0513907E+3
1.4640643E+3	-1.0655269E+3
1.4650625E+3	-1.0070688E+3
1.4660636E+3	-9.9768713E+2
1.4670627E+3	-1.0634856E+3
1.4680648E+3	-1.0698600E+3
1.4690629E+3	-1.0350245E+3
1.4700640E+3	-1.0375752E+3
1.4710631E+3	-1.0536885E+3
1.4720642E+3	-1.0411188E+3
1.4730632E+3	-1.0653085E+3
1.4740643E+3	-1.0630713E+3
1.4750635E+3	-1.0562728E+3
1.4760636E+3	-1.0877354E+3
1.4770637E+3	-1.0419773E+3
1.4780658E+3	-1.0619835E+3
1.4790638E+3	-1.0522980E+3
1.4800649E+3	-1.0742050E+3
1.4810641E+3	-1.0545599E+3
1.4820652E+3	-1.0376864E+3
1.4830632E+3	-1.0362800E+3
1.4840643E+3	-1.0529170E+3
1.4850635E+3	-1.0847968E+3
1.4860646E+3	-1.0978561E+3
1.4870637E+3	-1.0853110E+3
1.4880648E+3	-1.0724424E+3
1.4890638E+3	-1.1410635E+3
1.4900640E+3	-1.1200049E+3
1.4910641E+3	-1.0794382E+3
1.4920652E+3	-1.1004423E+3
1.4930643E+3	-1.0805022E+3
1.4940664E+3	-1.0967488E+3
1.4950685E+3	-1.1042075E+3
1.4960646E+3	-1.0795165E+3
1.4970677E+3	-1.1174919E+3
1.4980648E+3	-1.0841882E+3
1.4990688E+3	-1.0961831E+3
1.5000660E+3	-1.1000709E+3
1.5010641E+3	-1.0884238E+3
1.5020652E+3	-1.0510129E+3
1.5030643E+3	-1.1004218E+3
1.5040654E+3	-1.1099937E+3
1.5050645E+3	-1.1460983E+3
1.5060646E+3	-1.0944697E+3
1.5070677E+3	-1.0936693E+3
1.5080648E+3	-1.0878293E+3
1.5090679E+3	-1.0914537E+3
1.5100649E+3	-1.1026245E+3
1.5110671E+3	-1.0786973E+3
1.5120652E+3	-1.0803849E+3
1.5130673E+3	-1.0847559E+3
1.5140664E+3	-1.1351263E+3
1.5150665E+3	-1.1263057E+3
1.5160656E+3	-1.1089448E+3
1.5170667E+3	-1.0940861E+3
1.5180648E+3	-1.1237848E+3
1.5190679E+3	-1.1012777E+3
1.5200649E+3	-1.1157377E+3
1.5210660E+3	-1.1531475E+3
1.5220671E+3	-1.0877386E+3
1.5230673E+3	-1.0945270E+3
1.5240654E+3	-1.1158237E+3
1.5250675E+3	-1.0986224E+3
1.5260656E+3	-1.0488076E+3
1.5270677E+3	-1.0783972E+3
1.5280658E+3	-1.0983496E+3
1.5290679E+3	-1.1297413E+3
1.5300660E+3	-1.0919122E+3
1.5310681E+3	-1.1207319E+3
1.5320662E+3	-1.0721091E+3
1.5330673E+3	-1.0558737E+3
1.5340664E+3	-1.1182891E+3
1.5350665E+3	-1.0812178E+3
1.5360656E+3	-1.0843237E+3
1.5370687E+3	-1.0744412E+3
1.5380658E+3	-1.0814084E+3
1.5390679E+3	-1.0859167E+3
1.5400660E+3	-1.1040300E+3
1.5410681E+3	-1.1234766E+3
1.5420662E+3	-1.1191747E+3
1.5430673E+3	-1.0727880E+3
1.5440664E+3	-1.0863077E+3
1.5450685E+3	-1.1127955E+3
1.5460667E+3	-1.0696556E+3
1.5470677E+3	-1.0982842E+3
1.5480668E+3	-1.1010253E+3
1.5490709E+3	-1.1306858E+3
1.5500680E+3	-1.0876437E+3
1.5510681E+3	-1.1247452E+3
1.5520671E+3	-1.1774895E+3
1.5530682E+3	-1.1548618E+3
1.5540664E+3	-1.1437996E+3
1.5550675E+3	-1.1626869E+3
1.5560667E+3	-1.1743326E+3
1.5570677E+3	-1.1344226E+3
1.5580668E+3	-1.1737109E+3
1.5590679E+3	-1.1629290E+3
1.5600670E+3	-1.1698243E+3
1.5610691E+3	-1.1681959E+3
1.5620671E+3	-1.1593038E+3
1.5630682E+3	-1.1577609E+3
1.5640684E+3	-1.1433582E+3
1.5650695E+3	-1.1499567E+3
1.5660676E+3	-1.1539135E+3
1.5670687E+3	-1.1171821E+3
1.5680677E+3	-1.1330287E+3
1.5690688E+3	-1.1667349E+3
1.5700670E+3	-1.1379261E+3
1.5710681E+3	-1.1109036E+3
1.5720671E+3	-1.1427710E+3
1.5730693E+3	-1.1774478E+3
1.5740674E+3	-1.1320663E+3
1.5750685E+3	-1.1537102E+3
1.5760676E+3	-1.1315237E+3
1.5770687E+3	-1.1223057E+3
1.5780677E+3	-1.1338994E+3
1.5790679E+3	-1.1000453E+3
1.5800680E+3	-1.1169974E+3
1.5810701E+3	-1.1335142E+3
1.5820682E+3	-1.1254626E+3
1.5830693E+3	-1.1216389E+3
1.5840684E+3	-1.1374451E+3
1.5850685E+3	-1.1428346E+3
1.5860686E+3	-1.1247717E+3
1.5870687E+3	-1.1211771E+3
1.5880677E+3	-1.1295658E+3
1.5890688E+3	-1.1451200E+3
1.5900680E+3	-1.1366031E+3
1.5910691E+3	-1.1492161E+3
1.5920682E+3	-1.1414447E+3
1.5930693E+3	-1.1363330E+3
1.5940684E+3	-1.1202428E+3
1.5950685E+3	-1.1267893E+3
1.5960686E+3	-1.1734376E+3
1.5970707E+3	-1.1545157E+3
1.5980688E+3	-1.1482052E+3
1.5990688E+3	-1.1038372E+3
1.6000690E+3	-1.1476775E+3
1.6010701E+3	-1.1208940E+3
1.6020692E+3	-1.1064288E+3
1.6030693E+3	-1.1125841E+3
1.6040693E+3	-1.1235027E+3
1.6050685E+3	-1.1422546E+3
1.6060686E+3	-1.1504022E+3
1.6070687E+3	-1.1497343E+3
1.6080688E+3	-1.1517433E+3
1.6090699E+3	-1.1550800E+3
1.6100690E+3	-1.1319795E+3
1.6110701E+3	-1.1201613E+3
1.6120692E+3	-1.1397772E+3
1.6130713E+3	-1.1801066E+3
1.6140693E+3	-1.1260652E+3
1.6150695E+3	-1.1675520E+3
1.6160696E+3	-1.1412095E+3
1.6170697E+3	-1.1419441E+3
1.6180698E+3	-1.1594579E+3
1.6190699E+3	-1.1483245E+3
1.6200699E+3	-1.1429310E+3
1.6210701E+3	-1.1435734E+3
1.6220692E+3	-1.1298923E+3
1.6230713E+3	-1.1249049E+3
1.6240693E+3	-1.0903292E+3
1.6250695E+3	-1.1595642E+3
1.6260696E+3	-1.1554866E+3
1.6270697E+3	-1.1145923E+3
1.6280698E+3	-1.1502556E+3
1.6290699E+3	-1.1543732E+3
1.6300699E+3	-1.1385870E+3
1.6310701E+3	-1.1274515E+3
1.6320702E+3	-1.1369022E+3
1.6330703E+3	-1.1595813E+3
1.6340704E+3	-1.1116766E+3
1.6350704E+3	-1.1531902E+3
1.6360706E+3	-1.1542032E+3
1.6370707E+3	-1.1421902E+3
1.6380708E+3	-1.1307362E+3
1.6390709E+3	-1.1540417E+3
1.6400699E+3	-1.1477010E+3
1.6410701E+3	-1.1210413E+3
1.6420702E+3	-1.1511447E+3
1.6430703E+3	-1.1672638E+3
1.6440704E+3	-1.1678735E+3
1.6450704E+3	-1.1722979E+3
1.6460706E+3	-1.1874780E+3
1.6470707E+3	-1.1886318E+3
1.6480708E+3	-1.1568369E+3
1.6490709E+3	-1.1701938E+3
1.6500710E+3	-1.1715077E+3
1.6510710E+3	-1.1938339E+3
1.6520712E+3	-1.1757815E+3
1.6530713E+3	-1.1623386E+3
1.6540714E+3	-1.1909690E+3
1.6550715E+3	-1.2160763E+3
1.6560715E+3	-1.1912670E+3
1.6570707E+3	-1.1832158E+3
1.6580708E+3	-1.1508302E+3
1.6590709E+3	-1.1675968E+3
1.6600710E+3	-1.1366815E+3
1.6610710E+3	-1.2074553E+3
1.6620712E+3	-1.1588865E+3
1.6630713E+3	-1.1625160E+3
1.6640714E+3	-1.1955920E+3
1.6650715E+3	-1.1583660E+3
1.6660715E+3	-1.1644819E+3
1.6670717E+3	-1.1947308E+3
1.6680718E+3	-1.1648455E+3
1.6690719E+3	-1.1645448E+3
1.6700720E+3	-1.1781945E+3
1.6710721E+3	-1.1305353E+3
1.6720721E+3	-1.1940876E+3
1.6730723E+3	-1.1698964E+3
1.6740724E+3	-1.1892218E+3
1.6750715E+3	-1.1610270E+3
1.6760715E+3	-1.2031082E+3
1.6770717E+3	-1.1968921E+3
1.6780718E+3	-1.1836274E+3
1.6790719E+3	-1.1992225E+3
1.6800720E+3	-1.2115865E+3
1.6810721E+3	-1.1895000E+3
1.6820721E+3	-1.1993812E+3
1.6830723E+3	-1.2529423E+3
1.6840724E+3	-1.2121501E+3
1.6850725E+3	-1.2313853E+3
1.6860726E+3	-1.2470754E+3
1.6870726E+3	-1.2573184E+3
1.6880728E+3	-1.2331019E+3
1.6890729E+3	-1.2320194E+3
1.6900730E+3	-1.2129113E+3
1.6910731E+3	-1.2308247E+3
1.6920721E+3	-1.2070831E+3
1.6930723E+3	-1.2118707E+3
1.6940724E+3	-1.2194175E+3
1.6950725E+3	-1.2421318E+3
1.6960726E+3	-1.2182379E+3
1.6970726E+3	-1.2227490E+3
1.6980728E+3	-1.1960044E+3
1.6990729E+3	-1.2172533E+3
1.7000730E+3	-1.2072798E+3
1.7010731E+3	-1.2382545E+3
1.7020732E+3	-1.2376740E+3
1.7030732E+3	-1.2499773E+3
1.7040734E+3	-1.2449532E+3
1.7050735E+3	-1.2260470E+3
1.7060736E+3	-1.2361406E+3
1.7070737E+3	-1.2672189E+3
1.7080737E+3	-1.2777234E+3
1.7090739E+3	-1.2578667E+3
1.7100730E+3	-1.2394437E+3
1.7110731E+3	-1.2677117E+3
1.7120732E+3	-1.2564203E+3
1.7130732E+3	-1.2438668E+3
1.7140734E+3	-1.2914178E+3
1.7150735E+3	-1.2654474E+3
1.7160736E+3	-1.2318124E+3
1.7170737E+3	-1.2832939E+3
1.7180737E+3	-1.2512549E+3
1.7190739E+3	-1.2539224E+3
1.7200740E+3	-1.2140039E+3
1.7210741E+3	-1.2463402E+3
1.7220742E+3	-1.2402285E+3
1.7230743E+3	-1.2674606E+3
1.7240743E+3	-1.2505765E+3
1.7250745E+3	-1.2660670E+3
1.7260746E+3	-1.2732814E+3
1.7270737E+3	-1.2605042E+3
1.7280737E+3	-1.2283550E+3
1.7290739E+3	-1.2141492E+3
1.7300740E+3	-1.2333196E+3
1.7310741E+3	-1.2300834E+3
1.7320742E+3	-1.2363639E+3
1.7330743E+3	-1.2734937E+3
1.7340743E+3	-1.2727964E+3
1.7350745E+3	-1.2577416E+3
1.7360746E+3	-1.2574379E+3
1.7370747E+3	-1.2444899E+3
1.7380748E+3	-1.2427795E+3
1.7390750E+3	-1.2629100E+3
1.7400750E+3	-1.2191708E+3
1.7410751E+3	-1.2170548E+3
1.7420752E+3	-1.2507578E+3
1.7430753E+3	-1.2212280E+3
1.7440754E+3	-1.2432137E+3
1.7450745E+3	-1.2319335E+3
1.7460746E+3	-1.1837472E+3
1.7470747E+3	-1.2060260E+3
1.7480748E+3	-1.2302062E+3
1.7490748E+3	-1.2348649E+3
1.7500750E+3	-1.2434584E+3
1.7510751E+3	-1.2555205E+3
1.7520752E+3	-1.2233274E+3
1.7530753E+3	-1.2144198E+3
1.7540754E+3	-1.2503137E+3
1.7550754E+3	-1.2375448E+3
1.7560756E+3	-1.2736431E+3
1.7570757E+3	-1.2683818E+3
1.7580758E+3	-1.2541234E+3
1.7590759E+3	-1.2518732E+3
1.7600760E+3	-1.2585269E+3
1.7610760E+3	-1.2674048E+3
1.7620752E+3	-1.2840065E+3
1.7630753E+3	-1.2846021E+3
1.7640754E+3	-1.3051257E+3
1.7650754E+3	-1.2748275E+3
1.7660756E+3	-1.3045702E+3
1.7670757E+3	-1.3107670E+3
1.7680758E+3	-1.2793488E+3
1.7690759E+3	-1.2990354E+3
1.7700760E+3	-1.3189998E+3
1.7710760E+3	-1.3193893E+3
1.7720762E+3	-1.2922976E+3
1.7730763E+3	-1.2825077E+3
1.7740804E+3	-1.3232991E+3
1.7750765E+3	-1.3140826E+3
1.7760765E+3	-1.2802543E+3
1.7770767E+3	-1.3284730E+3
1.7780768E+3	-1.3021475E+3
1.7790769E+3	-1.3461112E+3
1.7800760E+3	-1.3354922E+3
1.7810760E+3	-1.3282378E+3
1.7820762E+3	-1.3294032E+3
1.7830763E+3	-1.3183557E+3
1.7840764E+3	-1.3052345E+3
1.7850765E+3	-1.3409760E+3
1.7860765E+3	-1.3022035E+3
1.7870767E+3	-1.3153467E+3
1.7880768E+3	-1.3103656E+3
1.7890769E+3	-1.3349675E+3
1.7900770E+3	-1.3184691E+3
1.7910771E+3	-1.3352063E+3
1.7920771E+3	-1.3733513E+3
1.7930773E+3	-1.3629683E+3
1.7940804E+3	-1.3484536E+3
1.7950775E+3	-1.3391901E+3
1.7960806E+3	-1.3552545E+3
1.7970767E+3	-1.3624456E+3
1.7980768E+3	-1.3372422E+3
1.7990769E+3	-1.3286073E+3
1.8000770E+3	-1.3650491E+3
1.8010771E+3	-1.3902672E+3
1.8020771E+3	-1.3690187E+3
1.8030773E+3	-1.3990214E+3
1.8040774E+3	-1.3958625E+3
1.8050775E+3	-1.3863864E+3
1.8060806E+3	-1.3934109E+3
1.8070776E+3	-1.3733269E+3
1.8080808E+3	-1.4028602E+3
1.8090779E+3	-1.3964398E+3
1.8100820E+3	-1.3818682E+3
1.8110781E+3	-1.3650415E+3
1.8120812E+3	-1.3864026E+3
1.8130782E+3	-1.3858762E+3
1.8140814E+3	-1.4037344E+3
1.8150775E+3	-1.3778370E+3
1.8160776E+3	-1.4186840E+3
1.8170776E+3	-1.3974493E+3
1.8180787E+3	-1.3717729E+3
1.8190779E+3	-1.3860525E+3
1.8200809E+3	-1.4233953E+3
1.8210781E+3	-1.3804386E+3
1.8220812E+3	-1.4309720E+3
1.8230782E+3	-1.3735486E+3
1.8240814E+3	-1.4105378E+3
1.8250785E+3	-1.3951381E+3
1.8260815E+3	-1.4200267E+3
1.8270787E+3	-1.3719489E+3
1.8280828E+3	-1.3963126E+3
1.8290789E+3	-1.4251797E+3
1.8300800E+3	-1.4367306E+3
1.8310791E+3	-1.3579713E+3
1.8320812E+3	-1.4114612E+3
1.8330782E+3	-1.3830487E+3
1.8340824E+3	-1.3980846E+3
1.8350785E+3	-1.3951040E+3
1.8360806E+3	-1.3984747E+3
1.8370787E+3	-1.4053870E+3
1.8380828E+3	-1.4136477E+3
1.8390789E+3	-1.4204971E+3
1.8400820E+3	-1.3927285E+3
1.8410791E+3	-1.3631602E+3
1.8420812E+3	-1.3924099E+3
1.8430793E+3	-1.4422638E+3
1.8440814E+3	-1.4393014E+3
1.8450795E+3	-1.4098885E+3
1.8460815E+3	-1.3854305E+3
1.8470797E+3	-1.3977174E+3
1.8480818E+3	-1.4141116E+3
1.8490798E+3	-1.3976514E+3
1.8500820E+3	-1.3951021E+3
1.8510791E+3	-1.4016222E+3
1.8520802E+3	-1.3906875E+3
1.8530793E+3	-1.4156763E+3
1.8540804E+3	-1.4340325E+3
1.8550795E+3	-1.4185498E+3
1.8560815E+3	-1.4118910E+3
1.8570797E+3	-1.4460616E+3
1.8580818E+3	-1.4164434E+3
1.8590798E+3	-1.3993604E+3
1.8600820E+3	-1.3801392E+3
1.8610801E+3	-1.4075814E+3
1.8620812E+3	-1.4084974E+3
1.8630803E+3	-1.4483936E+3
1.8640814E+3	-1.4621233E+3
1.8650804E+3	-1.4216166E+3
1.8660806E+3	-1.4429355E+3
1.8670797E+3	-1.4001243E+3
1.8680818E+3	-1.4282679E+3
1.8690798E+3	-1.3773022E+3
1.8700809E+3	-1.3890801E+3
1.8710801E+3	-1.4184050E+3
1.8720822E+3	-1.3911379E+3
1.8730803E+3	-1.4056272E+3
1.8740834E+3	-1.4305538E+3
1.8750804E+3	-1.4272122E+3
1.8760806E+3	-1.4464359E+3
1.8770807E+3	-1.4095332E+3
1.8780808E+3	-1.4376754E+3
1.8790809E+3	-1.3829390E+3
1.8800820E+3	-1.3940792E+3
1.8810811E+3	-1.4048376E+3
1.8820831E+3	-1.4179180E+3
1.8830813E+3	-1.4324564E+3
1.8840824E+3	-1.4392090E+3
1.8850804E+3	-1.3996969E+3
1.8860826E+3	-1.4214368E+3
1.8870807E+3	-1.4236786E+3
1.8880818E+3	-1.3756233E+3
1.8890809E+3	-1.4101727E+3
1.8900820E+3	-1.3962395E+3
1.8910811E+3	-1.3985599E+3
1.8920822E+3	-1.4168038E+3
1.8930813E+3	-1.3943442E+3
1.8940824E+3	-1.4065372E+3
1.8950815E+3	-1.4199346E+3
1.8960815E+3	-1.4102808E+3
1.8970817E+3	-1.3986478E+3
1.8980828E+3	-1.4193690E+3
1.8990819E+3	-1.4099424E+3
1.9000820E+3	-1.3963304E+3
1.9010820E+3	-1.3907167E+3
1.9020812E+3	-1.4059215E+3
1.9030813E+3	-1.4096969E+3
1.9040814E+3	-1.4241744E+3
1.9050815E+3	-1.4182233E+3
1.9060836E+3	-1.3671840E+3
1.9070817E+3	-1.4032207E+3
1.9080818E+3	-1.3919432E+3
1.9090819E+3	-1.4549469E+3
1.9100830E+3	-1.3913844E+3
1.9110820E+3	-1.4140708E+3
1.9120822E+3	-1.3733453E+3
1.9130823E+3	-1.3662239E+3
1.9140834E+3	-1.4259218E+3
1.9150825E+3	-1.3619415E+3
1.9160826E+3	-1.3908037E+3
1.9170826E+3	-1.3873516E+3
1.9180828E+3	-1.3965494E+3
1.9190829E+3	-1.3487756E+3
1.9200820E+3	-1.3819562E+3
1.9210820E+3	-1.3913895E+3
1.9220831E+3	-1.4015303E+3
1.9230823E+3	-1.3728856E+3
1.9240824E+3	-1.3729440E+3
1.9250825E+3	-1.3278861E+3
1.9260826E+3	-1.3839956E+3
1.9270826E+3	-1.4134032E+3
1.9280837E+3	-1.4120565E+3
1.9290829E+3	-1.3791025E+3
1.9300840E+3	-1.3919351E+3
1.9310831E+3	-1.4223199E+3
1.9320831E+3	-1.3959762E+3
1.9330833E+3	-1.4071564E+3
1.9340834E+3	-1.3625408E+3
1.9350835E+3	-1.4186298E+3
1.9360836E+3	-1.3866412E+3
1.9370826E+3	-1.4197253E+3
1.9380828E+3	-1.3877980E+3
1.9390829E+3	-1.3850673E+3
1.9400830E+3	-1.4198330E+3
1.9410831E+3	-1.4065291E+3
1.9420831E+3	-1.3879928E+3
1.9430833E+3	-1.3672042E+3
1.9440834E+3	-1.4308672E+3
1.9450835E+3	-1.4282136E+3
1.9460836E+3	-1.4304379E+3
1.9470837E+3	-1.3992275E+3
1.9480837E+3	-1.4441372E+3
1.9490839E+3	-1.4408029E+3
1.9500840E+3	-1.4049753E+3
1.9510841E+3	-1.4060773E+3
1.9520842E+3	-1.4004282E+3
1.9530842E+3	-1.4278296E+3
1.9540844E+3	-1.4030676E+3
1.9550835E+3	-1.4081180E+3
1.9560836E+3	-1.3926558E+3
1.9570837E+3	-1.4049824E+3
1.9580837E+3	-1.4045831E+3
1.9590839E+3	-1.4238451E+3
1.9600840E+3	-1.4168259E+3
1.9610841E+3	-1.3975446E+3
1.9620842E+3	-1.3931239E+3
1.9630842E+3	-1.3932019E+3
1.9640844E+3	-1.3820884E+3
1.9650845E+3	-1.4070427E+3
1.9660846E+3	-1.4026892E+3
1.9670847E+3	-1.3911754E+3
1.9680848E+3	-1.3804236E+3
1.9690848E+3	-1.3975475E+3
1.9700850E+3	-1.4128810E+3
1.9710851E+3	-1.3897114E+3
1.9720842E+3	-1.3870681E+3
1.9730842E+3	-1.3846760E+3
1.9740844E+3	-1.3895420E+3
1.9750845E+3	-1.3972914E+3
1.9760846E+3	-1.3542258E+3
1.9770847E+3	-1.3673700E+3
1.9780848E+3	-1.3719351E+3
1.9790848E+3	-1.3929916E+3
1.9800850E+3	-1.3790256E+3
1.9810851E+3	-1.3707841E+3
1.9820852E+3	-1.3531078E+3
1.9830853E+3	-1.3819149E+3
1.9840854E+3	-1.3772552E+3
1.9850854E+3	-1.3856326E+3
1.9860856E+3	-1.3567129E+3
1.9870857E+3	-1.3730320E+3
1.9880858E+3	-1.3705132E+3
1.9890859E+3	-1.3786039E+3
1.9900850E+3	-1.3282784E+3
1.9910851E+3	-1.3482233E+3
1.9920852E+3	-1.3310251E+3
1.9930853E+3	-1.3308871E+3
1.9940854E+3	-1.3419916E+3
1.9950854E+3	-1.3208132E+3
1.9960856E+3	-1.3443774E+3
1.9970857E+3	-1.3559768E+3
1.9980858E+3	-1.3212185E+3
1.9990859E+3	-1.3270775E+3
2.0000859E+3	-1.3282449E+3
2.0010861E+3	-1.3540879E+3
2.0020862E+3	-1.3857137E+3
2.0030863E+3	-1.3561349E+3
2.0040864E+3	-1.3546248E+3
2.0050865E+3	-1.3380804E+3
2.0060865E+3	-1.2877296E+3
2.0070857E+3	-1.3614478E+3
2.0080858E+3	-1.3559158E+3
2.0090859E+3	-1.3687605E+3
2.0100859E+3	-1.3968905E+3
2.0110861E+3	-1.3620020E+3
2.0120862E+3	-1.3502948E+3
2.0130863E+3	-1.3331772E+3
2.0140864E+3	-1.3330197E+3
2.0150865E+3	-1.3305919E+3
2.0160865E+3	-1.3482460E+3
2.0170867E+3	-1.3276270E+3
2.0180868E+3	-1.3827749E+3
2.0190869E+3	-1.3809310E+3
2.0200870E+3	-1.3311182E+3
2.0210870E+3	-1.3647959E+3
2.0220892E+3	-1.3365176E+3
2.0230873E+3	-1.3734384E+3
2.0240894E+3	-1.3704846E+3
2.0250865E+3	-1.3673795E+3
2.0260865E+3	-1.3887936E+3
2.0270867E+3	-1.3506434E+3
2.0280868E+3	-1.3715371E+3
2.0290869E+3	-1.3565931E+3
2.0300870E+3	-1.3636010E+3
2.0310870E+3	-1.3542357E+3
2.0320892E+3	-1.3574521E+3
2.0330873E+3	-1.3482043E+3
2.0340894E+3	-1.3782158E+3
2.0350875E+3	-1.3626044E+3
2.0360896E+3	-1.3742896E+3
2.0370876E+3	-1.3828796E+3
2.0380898E+3	-1.3931836E+3
2.0390879E+3	-1.3469690E+3
2.0400900E+3	-1.3940819E+3
2.0410881E+3	-1.3959386E+3
2.0420872E+3	-1.3635494E+3
2.0430873E+3	-1.3764227E+3
2.0440903E+3	-1.3851884E+3
2.0450875E+3	-1.4067098E+3
2.0460896E+3	-1.3800964E+3
2.0470876E+3	-1.3843702E+3
2.0480908E+3	-1.3872690E+3
2.0490879E+3	-1.3957002E+3
2.0500901E+3	-1.4063011E+3
2.0510881E+3	-1.3788141E+3
2.0520901E+3	-1.4169922E+3
2.0530884E+3	-1.4209896E+3
2.0540913E+3	-1.4164214E+3
2.0550884E+3	-1.3654973E+3
2.0560906E+3	-1.3766267E+3
2.0570886E+3	-1.4441244E+3
2.0580898E+3	-1.3933781E+3
2.0590889E+3	-1.4134652E+3
2.0600901E+3	-1.4259088E+3
2.0610881E+3	-1.4361970E+3
2.0620923E+3	-1.4009077E+3
2.0630884E+3	-1.3944694E+3
2.0640903E+3	-1.4066610E+3
2.0650884E+3	-1.4030850E+3
2.0660916E+3	-1.4052864E+3
2.0670886E+3	-1.4129751E+3
2.0680908E+3	-1.4335127E+3
2.0690889E+3	-1.3969919E+3
2.0700920E+3	-1.4150551E+3
2.0710891E+3	-1.4098760E+3
2.0720913E+3	-1.3821040E+3
2.0730894E+3	-1.3959965E+3
2.0740913E+3	-1.4009319E+3
2.0750896E+3	-1.3897310E+3
2.0760896E+3	-1.3955894E+3
2.0770886E+3	-1.4256000E+3
2.0780908E+3	-1.3782853E+3
2.0790889E+3	-1.4118792E+3
2.0800920E+3	-1.4105989E+3
2.0810891E+3	-1.4217065E+3
2.0820901E+3	-1.4167560E+3
2.0830894E+3	-1.4331565E+3
2.0840913E+3	-1.4463464E+3
2.0850896E+3	-1.4320492E+3
2.0860916E+3	-1.4725099E+3
2.0870896E+3	-1.4426703E+3
2.0880918E+3	-1.4620295E+3
2.0890898E+3	-1.4476338E+3
2.0900911E+3	-1.4758213E+3
2.0910901E+3	-1.4787915E+3
2.0920913E+3	-1.4856044E+3
2.0930903E+3	-1.4543143E+3
2.0940935E+3	-1.4697362E+3
2.0950896E+3	-1.4721187E+3
2.0960916E+3	-1.4383131E+3
2.0970896E+3	-1.4399757E+3
2.0980918E+3	-1.4445465E+3
2.0990898E+3	-1.5057152E+3
2.1000901E+3	-1.4521338E+3
2.1010901E+3	-1.4546025E+3
2.1020913E+3	-1.4600968E+3
2.1030903E+3	-1.4516311E+3
2.1040913E+3	-1.4671387E+3
2.1050906E+3	-1.4713209E+3
2.1060906E+3	-1.4544526E+3
2.1070906E+3	-1.4561337E+3
2.1080908E+3	-1.4762231E+3
2.1090908E+3	-1.4430924E+3
2.1100911E+3	-1.4429386E+3
2.1110911E+3	-1.4561427E+3
2.1120901E+3	-1.4925000E+3
2.1130903E+3	-1.4715078E+3
2.1140913E+3	-1.4388927E+3
2.1150906E+3	-1.4616580E+3
2.1160935E+3	-1.4594991E+3
2.1170906E+3	-1.4339004E+3
2.1180908E+3	-1.4450281E+3
2.1190908E+3	-1.4159645E+3
2.1200911E+3	-1.4295596E+3
2.1210911E+3	-1.4338431E+3
2.1220923E+3	-1.4579739E+3
2.1230913E+3	-1.4509708E+3
2.1240913E+3	-1.4023918E+3
2.1250916E+3	-1.4180780E+3
2.1260916E+3	-1.3960885E+3
2.1270918E+3	-1.4460406E+3
2.1280918E+3	-1.4050519E+3
2.1290908E+3	-1.4233910E+3
2.1300911E+3	-1.4069823E+3
2.1310911E+3	-1.3949552E+3
2.1320913E+3	-1.3590060E+3
2.1330913E+3	-1.3870139E+3
2.1340945E+3	-1.4277408E+3
2.1350916E+3	-1.4043436E+3
2.1360916E+3	-1.4004325E+3
2.1370918E+3	-1.4184436E+3
