Experiment	LongTerm Data	
3.6101550E+3	-1.7928036E+3
3.6111550E+3	-1.7507393E+3
3.6121553E+3	-1.7914124E+3
3.6131553E+3	-1.8247371E+3
3.6141553E+3	-1.7849227E+3
3.6151565E+3	-1.7910577E+3
3.6161545E+3	-1.8037107E+3
3.6171558E+3	-1.7828840E+3
3.6181548E+3	-1.8089312E+3
3.6191548E+3	-1.7847712E+3
3.6201550E+3	-1.7784564E+3
3.6211550E+3	-1.7943358E+3
3.6221553E+3	-1.8068445E+3
3.6231553E+3	-1.7873235E+3
3.6241553E+3	-1.7908225E+3
3.6251555E+3	-1.7767050E+3
3.6261555E+3	-1.7389254E+3
3.6271558E+3	-1.7513199E+3
3.6281558E+3	-1.7675535E+3
3.6291558E+3	-1.8016472E+3
3.6301560E+3	-1.7770007E+3
3.6311560E+3	-1.7882213E+3
3.6321562E+3	-1.7451427E+3
3.6331553E+3	-1.8092462E+3
3.6341553E+3	-1.8174403E+3
3.6351555E+3	-1.7939425E+3
3.6361555E+3	-1.7867826E+3
3.6371558E+3	-1.7834189E+3
3.6381558E+3	-1.8195234E+3
3.6391558E+3	-1.8098141E+3
3.6401560E+3	-1.8080316E+3
3.6411570E+3	-1.7786591E+3
3.6421562E+3	-1.7767550E+3
3.6431562E+3	-1.8090493E+3
3.6441565E+3	-1.8335630E+3
3.6451565E+3	-1.8128789E+3
3.6461565E+3	-1.8281077E+3
3.6471567E+3	-1.8437842E+3
3.6481567E+3	-1.8000901E+3
3.6491580E+3	-1.8240638E+3
3.6501570E+3	-1.8235106E+3
3.6511560E+3	-1.8520656E+3
3.6521562E+3	-1.8437203E+3
3.6531562E+3	-1.8576949E+3
3.6541565E+3	-1.8474062E+3
3.6551565E+3	-1.8702000E+3
3.6561565E+3	-1.8142766E+3
3.6571567E+3	-1.8306886E+3
3.6581567E+3	-1.8094357E+3
3.6591570E+3	-1.8045435E+3
3.6601570E+3	-1.8381461E+3
3.6611570E+3	-1.8153683E+3
3.6621572E+3	-1.8518926E+3
3.6631572E+3	-1.8474452E+3
3.6641575E+3	-1.8488379E+3
3.6651584E+3	-1.8185554E+3
3.6661575E+3	-1.8402244E+3
3.6671577E+3	-1.8219260E+3
3.6681567E+3	-1.8477560E+3
3.6691570E+3	-1.8426749E+3
3.6701570E+3	-1.8630198E+3
3.6711570E+3	-1.8464539E+3
3.6721572E+3	-1.8327288E+3
3.6731572E+3	-1.8257833E+3
3.6741575E+3	-1.8225646E+3
3.6751575E+3	-1.8081063E+3
3.6761575E+3	-1.8556047E+3
3.6771577E+3	-1.8195837E+3
3.6781577E+3	-1.7973049E+3
3.6791580E+3	-1.8151781E+3
3.6801580E+3	-1.8343712E+3
3.6811580E+3	-1.8355240E+3
3.6821582E+3	-1.8234175E+3
3.6831582E+3	-1.8577794E+3
3.6841584E+3	-1.8236696E+3
3.6851584E+3	-1.8346635E+3
3.6861575E+3	-1.8230513E+3
3.6871577E+3	-1.8833396E+3
3.6881577E+3	-1.8375023E+3
3.6891580E+3	-1.8413107E+3
3.6901580E+3	-1.8209344E+3
3.6911580E+3	-1.8443348E+3
3.6921582E+3	-1.8614995E+3
3.6931582E+3	-1.8587610E+3
3.6941584E+3	-1.8595563E+3
3.6951584E+3	-1.8517482E+3
3.6961587E+3	-1.8301016E+3
3.6971587E+3	-1.8599324E+3
3.6981587E+3	-1.8802214E+3
3.6991589E+3	-1.8724576E+3
3.7001589E+3	-1.8318773E+3
3.7011592E+3	-1.8828271E+3
3.7021592E+3	-1.8763931E+3
3.7031582E+3	-1.8602808E+3
3.7041584E+3	-1.8570775E+3
3.7051584E+3	-1.8339850E+3
3.7061587E+3	-1.8923376E+3
3.7071587E+3	-1.9014318E+3
3.7081587E+3	-1.9242244E+3
3.7091589E+3	-1.8896150E+3
3.7101589E+3	-1.8775208E+3
3.7111592E+3	-1.8736929E+3
3.7121592E+3	-1.8748950E+3
3.7131592E+3	-1.9020884E+3
3.7141594E+3	-1.9263372E+3
3.7151594E+3	-1.8699252E+3
3.7161597E+3	-1.9047013E+3
3.7171597E+3	-1.8744963E+3
3.7181597E+3	-1.9146176E+3
3.7191599E+3	-1.8924192E+3
3.7201589E+3	-1.8692533E+3
3.7211602E+3	-1.8927017E+3
3.7221592E+3	-1.8695616E+3
3.7231592E+3	-1.8930098E+3
3.7241594E+3	-1.8881488E+3
3.7251594E+3	-1.9123536E+3
3.7261597E+3	-1.9258749E+3
3.7271597E+3	-1.9269258E+3
3.7281597E+3	-1.8893260E+3
3.7291609E+3	-1.9065853E+3
3.7301599E+3	-1.9058381E+3
3.7311602E+3	-1.8927618E+3
3.7321602E+3	-1.8988672E+3
3.7331604E+3	-1.9189771E+3
3.7341604E+3	-1.8952424E+3
3.7351604E+3	-1.8833251E+3
3.7361606E+3	-1.8802332E+3
3.7371606E+3	-1.8965953E+3
3.7381597E+3	-1.8995411E+3
3.7391599E+3	-1.8719373E+3
3.7401599E+3	-1.8873552E+3
3.7411602E+3	-1.8808826E+3
3.7421602E+3	-1.8858728E+3
3.7431602E+3	-1.8532416E+3
3.7441604E+3	-1.8809344E+3
3.7451604E+3	-1.8861238E+3
3.7461606E+3	-1.8800280E+3
3.7471606E+3	-1.8568497E+3
3.7481609E+3	-1.8934980E+3
3.7491609E+3	-1.8792563E+3
3.7501609E+3	-1.8873273E+3
3.7511611E+3	-1.9140746E+3
3.7521611E+3	-1.8553025E+3
3.7531614E+3	-1.9101556E+3
3.7541614E+3	-1.8736562E+3
3.7551604E+3	-1.8939723E+3
3.7561606E+3	-1.8660673E+3
3.7571606E+3	-1.8720247E+3
3.7581609E+3	-1.8931851E+3
3.7591609E+3	-1.8632023E+3
3.7601609E+3	-1.8599196E+3
3.7611611E+3	-1.8476890E+3
3.7621611E+3	-1.8279491E+3
3.7631614E+3	-1.8554205E+3
3.7641614E+3	-1.8393850E+3
3.7651614E+3	-1.8327235E+3
3.7661616E+3	-1.8450637E+3
3.7671616E+3	-1.8271877E+3
3.7681619E+3	-1.8243054E+3
3.7691619E+3	-1.8472340E+3
3.7701619E+3	-1.8083296E+3
3.7711621E+3	-1.8484595E+3
3.7721621E+3	-1.8049221E+3
3.7731614E+3	-1.7994261E+3
3.7741614E+3	-1.8117166E+3
3.7751614E+3	-1.8106709E+3
3.7761616E+3	-1.8005314E+3
3.7771616E+3	-1.8065112E+3
3.7781619E+3	-1.8193385E+3
3.7791619E+3	-1.8060232E+3
3.7801619E+3	-1.8257749E+3
3.7811621E+3	-1.8567506E+3
3.7821621E+3	-1.8489174E+3
3.7831624E+3	-1.8566768E+3
3.7841624E+3	-1.8568589E+3
3.7851626E+3	-1.8431174E+3
3.7861626E+3	-1.8259685E+3
3.7871626E+3	-1.8303040E+3
3.7881628E+3	-1.8262366E+3
3.7891628E+3	-1.8138263E+3
3.7901619E+3	-1.8187008E+3
3.7911621E+3	-1.7960640E+3
3.7921621E+3	-1.8190370E+3
3.7931624E+3	-1.8246902E+3
3.7941624E+3	-1.8452865E+3
3.7951626E+3	-1.8417726E+3
3.7961626E+3	-1.8361926E+3
3.7971626E+3	-1.8401492E+3
3.7981628E+3	-1.8297634E+3
3.7991628E+3	-1.7814310E+3
3.8001631E+3	-1.8515018E+3
3.8011631E+3	-1.8380396E+3
3.8021631E+3	-1.7845740E+3
3.8031633E+3	-1.8400601E+3
3.8041633E+3	-1.8296743E+3
3.8051636E+3	-1.8577377E+3
3.8061636E+3	-1.8617870E+3
3.8071636E+3	-1.8551849E+3
3.8081628E+3	-1.8649050E+3
3.8091628E+3	-1.8681818E+3
3.8101631E+3	-1.8427720E+3
3.8111631E+3	-1.8423398E+3
3.8121631E+3	-1.8554929E+3
3.8131633E+3	-1.8571887E+3
3.8141633E+3	-1.8585837E+3
3.8151636E+3	-1.8712523E+3
3.8161636E+3	-1.8622445E+3
3.8171636E+3	-1.8165430E+3
3.8181638E+3	-1.8136580E+3
3.8191638E+3	-1.8440876E+3
3.8201641E+3	-1.8645339E+3
3.8211641E+3	-1.8145026E+3
3.8221641E+3	-1.8266592E+3
3.8231643E+3	-1.8313407E+3
3.8241653E+3	-1.8505580E+3
3.8251636E+3	-1.8558071E+3
3.8261636E+3	-1.8592880E+3
3.8271636E+3	-1.8436851E+3
3.8281638E+3	-1.8334288E+3
3.8291638E+3	-1.8350453E+3
3.8301641E+3	-1.8514287E+3
3.8311641E+3	-1.8539513E+3
3.8321641E+3	-1.8543971E+3
3.8331643E+3	-1.8636908E+3
3.8341663E+3	-1.8434687E+3
3.8351646E+3	-1.8310840E+3
3.8361665E+3	-1.8746569E+3
3.8371648E+3	-1.8363669E+3
3.8381658E+3	-1.8690188E+3
3.8391648E+3	-1.8604949E+3
3.8401680E+3	-1.8234110E+3
3.8411650E+3	-1.8568838E+3
3.8421663E+3	-1.8885460E+3
3.8431643E+3	-1.8778574E+3
3.8441643E+3	-1.8475585E+3
3.8451646E+3	-1.8564980E+3
3.8461665E+3	-1.8587219E+3
3.8471648E+3	-1.8654395E+3
3.8481667E+3	-1.8111288E+3
3.8491648E+3	-1.8551041E+3
3.8501670E+3	-1.8409128E+3
3.8511650E+3	-1.8454261E+3
3.8521663E+3	-1.8587332E+3
3.8531653E+3	-1.9051577E+3
3.8541675E+3	-1.8762750E+3
3.8551655E+3	-1.8721381E+3
3.8561665E+3	-1.8735302E+3
3.8571658E+3	-1.8434771E+3
3.8581667E+3	-1.8406315E+3
3.8591658E+3	-1.8527589E+3
3.8601670E+3	-1.8911650E+3
3.8611650E+3	-1.8906835E+3
3.8621672E+3	-1.8909398E+3
3.8631653E+3	-1.8698911E+3
3.8641663E+3	-1.9195570E+3
3.8651655E+3	-1.8874028E+3
3.8661675E+3	-1.8725964E+3
3.8671658E+3	-1.8840465E+3
3.8681667E+3	-1.9011525E+3
3.8691658E+3	-1.8684291E+3
3.8701670E+3	-1.8442191E+3
3.8711660E+3	-1.8499965E+3
3.8721672E+3	-1.9021064E+3
3.8731663E+3	-1.8579034E+3
3.8741675E+3	-1.8629834E+3
3.8751665E+3	-1.8424789E+3
3.8761675E+3	-1.8536093E+3
3.8771667E+3	-1.8547318E+3
3.8781667E+3	-1.8480673E+3
3.8791658E+3	-1.8984021E+3
3.8801680E+3	-1.8571646E+3
3.8811660E+3	-1.8587131E+3
3.8821682E+3	-1.8611185E+3
3.8831663E+3	-1.8474010E+3
3.8841663E+3	-1.8256428E+3
3.8851665E+3	-1.8317689E+3
3.8861685E+3	-1.8294214E+3
3.8871667E+3	-1.8146960E+3
3.8881677E+3	-1.8077107E+3
3.8891670E+3	-1.8233140E+3
3.8901670E+3	-1.8414430E+3
3.8911670E+3	-1.8499562E+3
3.8921682E+3	-1.8325946E+3
3.8931702E+3	-1.7914176E+3
3.8941675E+3	-1.8013795E+3
3.8951665E+3	-1.7841852E+3
3.8961675E+3	-1.7902090E+3
3.8971667E+3	-1.8114658E+3
3.8981677E+3	-1.8139163E+3
3.8991670E+3	-1.7938062E+3
3.9001670E+3	-1.7491333E+3
3.9011670E+3	-1.7942424E+3
3.9021672E+3	-1.8298772E+3
3.9031672E+3	-1.8048726E+3
3.9041675E+3	-1.8024508E+3
3.9051694E+3	-1.8068135E+3
3.9061675E+3	-1.7636111E+3
3.9071697E+3	-1.8122335E+3
3.9081677E+3	-1.8316538E+3
3.9091709E+3	-1.7893602E+3
3.9101680E+3	-1.7954263E+3
3.9111702E+3	-1.7845103E+3
3.9121682E+3	-1.7814952E+3
3.9131672E+3	-1.7745118E+3
3.9141675E+3	-1.8014957E+3
3.9151675E+3	-1.7661655E+3
3.9161685E+3	-1.7686810E+3
3.9171697E+3	-1.7631539E+3
3.9181687E+3	-1.7502260E+3
3.9191699E+3	-1.7652068E+3
3.9201680E+3	-1.7523575E+3
3.9211702E+3	-1.7637577E+3
3.9221682E+3	-1.7490209E+3
3.9231702E+3	-1.7471493E+3
3.9241685E+3	-1.7480793E+3
3.9251704E+3	-1.7430258E+3
3.9261685E+3	-1.7322241E+3
3.9271716E+3	-1.7497250E+3
3.9281687E+3	-1.7446833E+3
3.9291699E+3	-1.7460958E+3
3.9301680E+3	-1.7453606E+3
3.9311702E+3	-1.7306801E+3
3.9321692E+3	-1.7245029E+3
3.9331714E+3	-1.7359288E+3
3.9341685E+3	-1.7372277E+3
3.9351714E+3	-1.7183507E+3
3.9361685E+3	-1.7262513E+3
3.9371707E+3	-1.7075271E+3
3.9381687E+3	-1.7398049E+3
3.9391709E+3	-1.7311594E+3
3.9401689E+3	-1.7621381E+3
3.9411702E+3	-1.7522200E+3
3.9421692E+3	-1.7315752E+3
3.9431702E+3	-1.7544906E+3
3.9441694E+3	-1.7536803E+3
3.9451704E+3	-1.7458788E+3
3.9461697E+3	-1.7218369E+3
3.9471716E+3	-1.7373810E+3
3.9481687E+3	-1.7700016E+3
3.9491709E+3	-1.7635811E+3
3.9501689E+3	-1.7431576E+3
3.9511711E+3	-1.7401515E+3
3.9521692E+3	-1.7429706E+3
3.9531714E+3	-1.7213528E+3
3.9541694E+3	-1.7325238E+3
3.9551714E+3	-1.7303081E+3
3.9561707E+3	-1.7435554E+3
3.9571726E+3	-1.7913981E+3
3.9581697E+3	-1.7732832E+3
3.9591719E+3	-1.7838455E+3
3.9601709E+3	-1.7750101E+3
3.9611721E+3	-1.7549968E+3
3.9621702E+3	-1.7528633E+3
3.9631714E+3	-1.8094120E+3
3.9641704E+3	-1.7752772E+3
3.9651714E+3	-1.7646875E+3
3.9661697E+3	-1.7366967E+3
3.9671716E+3	-1.7568700E+3
3.9681697E+3	-1.7856469E+3
3.9691719E+3	-1.7453088E+3
3.9701699E+3	-1.7744858E+3
3.9711711E+3	-1.7473370E+3
3.9721702E+3	-1.7523004E+3
3.9731714E+3	-1.7191625E+3
3.9741704E+3	-1.7298007E+3
3.9751724E+3	-1.7356185E+3
3.9761707E+3	-1.7217761E+3
3.9771716E+3	-1.7344108E+3
3.9781709E+3	-1.7618478E+3
3.9791709E+3	-1.7580449E+3
3.9801709E+3	-1.7681934E+3
3.9811711E+3	-1.7456461E+3
3.9821711E+3	-1.7071078E+3
3.9831733E+3	-1.7214893E+3
3.9841704E+3	-1.7259445E+3
3.9851724E+3	-1.7366016E+3
3.9861707E+3	-1.7249202E+3
3.9871726E+3	-1.7029779E+3
3.9881709E+3	-1.7103087E+3
3.9891719E+3	-1.7291488E+3
3.9901709E+3	-1.6895925E+3
3.9911721E+3	-1.7006904E+3
3.9921711E+3	-1.7037650E+3
3.9931724E+3	-1.7178887E+3
3.9941714E+3	-1.7133489E+3
3.9951724E+3	-1.7326554E+3
3.9961716E+3	-1.7400571E+3
3.9971716E+3	-1.7238452E+3
3.9981719E+3	-1.7282319E+3
3.9991719E+3	-1.7250391E+3
4.0001709E+3	-1.7266311E+3
4.0011721E+3	-1.7386227E+3
4.0021711E+3	-1.7709814E+3
4.0031724E+3	-1.7372474E+3
4.0041714E+3	-1.7347240E+3
4.0051724E+3	-1.7263567E+3
4.0061716E+3	-1.7097256E+3
4.0071726E+3	-1.7625005E+3
4.0081719E+3	-1.7131145E+3
4.0091719E+3	-1.7237750E+3
4.0101719E+3	-1.7443586E+3
4.0111721E+3	-1.7290989E+3
4.0121721E+3	-1.7164939E+3
4.0131724E+3	-1.7112432E+3
4.0141724E+3	-1.7046899E+3
4.0151724E+3	-1.7062927E+3
4.0161726E+3	-1.7149308E+3
4.0171726E+3	-1.7398074E+3
4.0181719E+3	-1.7466370E+3
4.0191729E+3	-1.7118468E+3
4.0201719E+3	-1.7238234E+3
4.0211731E+3	-1.7016362E+3
4.0221721E+3	-1.7086177E+3
4.0231733E+3	-1.7207391E+3
4.0241724E+3	-1.7427247E+3
4.0251736E+3	-1.7118551E+3
4.0261726E+3	-1.7443197E+3
4.0271726E+3	-1.7377133E+3
4.0281729E+3	-1.7567096E+3
4.0291729E+3	-1.7351205E+3
4.0301731E+3	-1.7129829E+3
4.0311731E+3	-1.7020695E+3
4.0321731E+3	-1.6991472E+3
4.0331733E+3	-1.6781056E+3
4.0341733E+3	-1.7073610E+3
4.0351724E+3	-1.6996763E+3
4.0361726E+3	-1.6818909E+3
4.0371726E+3	-1.6695251E+3
4.0381729E+3	-1.6861443E+3
4.0391748E+3	-1.6853553E+3
4.0401731E+3	-1.6847806E+3
4.0411741E+3	-1.6856470E+3
4.0421731E+3	-1.7252670E+3
4.0431743E+3	-1.7012687E+3
4.0441733E+3	-1.7135941E+3
4.0451736E+3	-1.6622994E+3
4.0461736E+3	-1.6947883E+3
4.0471746E+3	-1.6961088E+3
4.0481738E+3	-1.6903638E+3
4.0491738E+3	-1.7257384E+3
4.0501741E+3	-1.7153109E+3
4.0511741E+3	-1.7349949E+3
4.0521741E+3	-1.7131541E+3
4.0531733E+3	-1.7254636E+3
4.0541733E+3	-1.6909303E+3
4.0551736E+3	-1.7051934E+3
4.0561736E+3	-1.7064984E+3
4.0571746E+3	-1.6575679E+3
4.0581738E+3	-1.6681895E+3
4.0591738E+3	-1.6505417E+3
4.0601741E+3	-1.6959908E+3
4.0611741E+3	-1.6540640E+3
4.0621741E+3	-1.6462870E+3
4.0631743E+3	-1.6297366E+3
4.0641743E+3	-1.6687551E+3
4.0651746E+3	-1.6408381E+3
4.0661746E+3	-1.6654897E+3
4.0671746E+3	-1.6753361E+3
4.0681748E+3	-1.6407552E+3
4.0691748E+3	-1.6671102E+3
4.0701741E+3	-1.6362847E+3
4.0711741E+3	-1.6576301E+3
4.0721741E+3	-1.6742609E+3
4.0731743E+3	-1.6615078E+3
4.0741743E+3	-1.6437377E+3
4.0751746E+3	-1.6359580E+3
4.0761746E+3	-1.6231649E+3
4.0771746E+3	-1.6565226E+3
4.0781748E+3	-1.6310341E+3
4.0791748E+3	-1.6243464E+3
4.0801799E+3	-1.6487743E+3
4.0811750E+3	-1.6126438E+3
4.0821753E+3	-1.6237294E+3
4.0831753E+3	-1.6118337E+3
4.0841753E+3	-1.6301432E+3
4.0851755E+3	-1.6526617E+3
4.0861755E+3	-1.6370725E+3
4.0871758E+3	-1.6205450E+3
4.0881748E+3	-1.6383853E+3
4.0891748E+3	-1.6514600E+3
4.0901750E+3	-1.6833029E+3
4.0911750E+3	-1.6442828E+3
4.0921753E+3	-1.6502031E+3
4.0931753E+3	-1.6485355E+3
4.0941753E+3	-1.6621547E+3
4.0951755E+3	-1.6545607E+3
4.0961758E+3	-1.6960677E+3
4.0971758E+3	-1.6300870E+3
4.0981758E+3	-1.6828036E+3
4.0991758E+3	-1.6635839E+3
4.1001758E+3	-1.6824474E+3
4.1011763E+3	-1.6956412E+3
4.1021763E+3	-1.6852563E+3
4.1031763E+3	-1.7397125E+3
4.1041763E+3	-1.7153224E+3
4.1051753E+3	-1.7317030E+3
4.1061758E+3	-1.7200204E+3
4.1071758E+3	-1.7556273E+3
4.1081758E+3	-1.7680920E+3
4.1091758E+3	-1.7593296E+3
4.1101758E+3	-1.7154028E+3
4.1111763E+3	-1.7873318E+3
4.1121763E+3	-1.7285066E+3
4.1131763E+3	-1.7656025E+3
4.1141763E+3	-1.7704719E+3
4.1151763E+3	-1.7479745E+3
4.1161768E+3	-1.7550209E+3
4.1171768E+3	-1.7248652E+3
4.1181768E+3	-1.7773663E+3
4.1191768E+3	-1.7241252E+3
4.1201768E+3	-1.7380229E+3
4.1211792E+3	-1.7106984E+3
4.1221772E+3	-1.7473889E+3
4.1231763E+3	-1.7678574E+3
4.1241763E+3	-1.7444252E+3
4.1251763E+3	-1.7196630E+3
4.1261768E+3	-1.7366146E+3
4.1271768E+3	-1.7113444E+3
4.1281768E+3	-1.7411588E+3
4.1291768E+3	-1.7621334E+3
4.1301768E+3	-1.7633022E+3
4.1311802E+3	-1.7490645E+3
4.1321772E+3	-1.7347269E+3
4.1331792E+3	-1.7509320E+3
4.1341772E+3	-1.7549279E+3
4.1351787E+3	-1.7499919E+3
4.1361777E+3	-1.7537616E+3
4.1371807E+3	-1.7793049E+3
4.1381777E+3	-1.7561281E+3
4.1391787E+3	-1.7228745E+3
4.1401768E+3	-1.7245012E+3
4.1411772E+3	-1.7462998E+3
4.1421772E+3	-1.7075824E+3
4.1431792E+3	-1.7313470E+3
4.1441772E+3	-1.7066161E+3
4.1451797E+3	-1.7285333E+3
4.1461777E+3	-1.7554004E+3
4.1471787E+3	-1.7544747E+3
4.1481777E+3	-1.7708468E+3
4.1491797E+3	-1.7422554E+3
4.1501777E+3	-1.7674869E+3
4.1511802E+3	-1.7485712E+3
4.1521782E+3	-1.7464479E+3
4.1531802E+3	-1.7204166E+3
4.1541782E+3	-1.7349565E+3
4.1551816E+3	-1.7812982E+3
4.1561787E+3	-1.7409076E+3
4.1571807E+3	-1.6948862E+3
4.1581777E+3	-1.6697050E+3
4.1591797E+3	-1.7075397E+3
4.1601777E+3	-1.7122765E+3
4.1611792E+3	-1.7449988E+3
4.1621782E+3	-1.7184276E+3
4.1631812E+3	-1.7229951E+3
4.1641782E+3	-1.7395096E+3
4.1651816E+3	-1.7370009E+3
4.1661787E+3	-1.7537299E+3
4.1671797E+3	-1.7385283E+3
4.1681787E+3	-1.7406647E+3
4.1691797E+3	-1.7218418E+3
4.1701792E+3	-1.7176666E+3
4.1711802E+3	-1.7534799E+3
4.1721792E+3	-1.7220747E+3
4.1731792E+3	-1.7382045E+3
4.1741792E+3	-1.7261167E+3
4.1751807E+3	-1.7602504E+3
4.1761787E+3	-1.7765962E+3
4.1771797E+3	-1.7481045E+3
4.1781787E+3	-1.7340208E+3
4.1791807E+3	-1.7256997E+3
4.1801792E+3	-1.7082053E+3
4.1811802E+3	-1.7456382E+3
4.1821792E+3	-1.7155056E+3
4.1831802E+3	-1.7496685E+3
4.1841792E+3	-1.7428729E+3
4.1851816E+3	-1.7266185E+3
4.1861797E+3	-1.7490240E+3
4.1871807E+3	-1.7397814E+3
4.1881797E+3	-1.7674596E+3
4.1891807E+3	-1.7517924E+3
4.1901802E+3	-1.7389648E+3
4.1911802E+3	-1.7643938E+3
4.1921831E+3	-1.7288207E+3
4.1931802E+3	-1.7345490E+3
4.1941792E+3	-1.7445288E+3
4.1951797E+3	-1.7375884E+3
4.1961797E+3	-1.7260068E+3
4.1971816E+3	-1.7241442E+3
4.1981797E+3	-1.7317448E+3
4.1991807E+3	-1.7409209E+3
4.2001802E+3	-1.7288213E+3
4.2011812E+3	-1.7238236E+3
4.2021802E+3	-1.7019917E+3
4.2031802E+3	-1.7298223E+3
4.2041826E+3	-1.6901907E+3
4.2051816E+3	-1.7029330E+3
4.2061836E+3	-1.7131232E+3
4.2071816E+3	-1.7596064E+3
4.2081826E+3	-1.7122125E+3
4.2091807E+3	-1.7149110E+3
4.2101802E+3	-1.6944821E+3
4.2111802E+3	-1.6935704E+3
4.2121802E+3	-1.7036960E+3
4.2131812E+3	-1.7019689E+3
4.2141836E+3	-1.7034357E+3
4.2151816E+3	-1.7120819E+3
4.2161826E+3	-1.6808807E+3
4.2171816E+3	-1.7381516E+3
4.2181836E+3	-1.6816022E+3
4.2191816E+3	-1.7452473E+3
4.2201831E+3	-1.7198535E+3
4.2211821E+3	-1.7292113E+3
4.2221831E+3	-1.7394148E+3
4.2231812E+3	-1.7459229E+3
4.2241836E+3	-1.7509976E+3
4.2251816E+3	-1.7441382E+3
4.2261836E+3	-1.7409390E+3
4.2271807E+3	-1.7372039E+3
4.2281836E+3	-1.7012264E+3
4.2291831E+3	-1.7179320E+3
4.2301841E+3	-1.7146508E+3
4.2311812E+3	-1.7117679E+3
4.2321851E+3	-1.7306357E+3
4.2331812E+3	-1.7620643E+3
4.2341836E+3	-1.7385072E+3
4.2351816E+3	-1.7239856E+3
4.2361855E+3	-1.7246611E+3
4.2371816E+3	-1.7450057E+3
4.2381836E+3	-1.7034606E+3
4.2391816E+3	-1.6916627E+3
4.2401841E+3	-1.7205449E+3
4.2411821E+3	-1.7169189E+3
4.2421841E+3	-1.6827999E+3
4.2431821E+3	-1.7188292E+3
4.2441836E+3	-1.7143198E+3
4.2451816E+3	-1.7964659E+3
4.2461836E+3	-1.7344689E+3
4.2471816E+3	-1.7595731E+3
4.2481836E+3	-1.7500145E+3
4.2491816E+3	-1.7783776E+3
4.2501831E+3	-1.7357665E+3
4.2511821E+3	-1.7546193E+3
4.2521831E+3	-1.7872028E+3
4.2531821E+3	-1.7423679E+3
4.2541836E+3	-1.7383982E+3
4.2551826E+3	-1.7243004E+3
4.2561846E+3	-1.7051995E+3
4.2571826E+3	-1.7211245E+3
4.2581846E+3	-1.7029232E+3
4.2591831E+3	-1.7016183E+3
4.2601841E+3	-1.7299108E+3
4.2611831E+3	-1.7684163E+3
4.2621870E+3	-1.7376801E+3
4.2631821E+3	-1.7209893E+3
4.2641846E+3	-1.7150859E+3
4.2651836E+3	-1.7638069E+3
4.2661846E+3	-1.7311537E+3
4.2671826E+3	-1.7462312E+3
4.2681855E+3	-1.7421729E+3
4.2691831E+3	-1.7081627E+3
4.2701851E+3	-1.7300504E+3
4.2711831E+3	-1.7075485E+3
4.2721851E+3	-1.7371373E+3
4.2731831E+3	-1.7270778E+3
4.2741846E+3	-1.7633311E+3
4.2751836E+3	-1.7429659E+3
4.2761846E+3	-1.7260283E+3
4.2771836E+3	-1.7409668E+3
4.2781846E+3	-1.7358998E+3
4.2791851E+3	-1.7503290E+3
4.2801860E+3	-1.7010767E+3
4.2811831E+3	-1.7232832E+3
4.2821860E+3	-1.7406482E+3
4.2831831E+3	-1.7073960E+3
4.2841855E+3	-1.6938071E+3
4.2851836E+3	-1.6979200E+3
4.2861836E+3	-1.7209541E+3
4.2871836E+3	-1.7160427E+3
4.2881846E+3	-1.6910608E+3
4.2891841E+3	-1.7082686E+3
4.2901841E+3	-1.6913358E+3
4.2911841E+3	-1.7171182E+3
4.2921841E+3	-1.6795918E+3
4.2931841E+3	-1.6981417E+3
4.2941846E+3	-1.6996344E+3
4.2951846E+3	-1.6818357E+3
4.2961846E+3	-1.6904073E+3
4.2971836E+3	-1.6873191E+3
4.2981836E+3	-1.6844893E+3
4.2991841E+3	-1.6901615E+3
4.3001851E+3	-1.7009177E+3
4.3011841E+3	-1.7203420E+3
4.3021851E+3	-1.6871616E+3
4.3031841E+3	-1.6831910E+3
4.3041846E+3	-1.6859882E+3
4.3051846E+3	-1.6915023E+3
4.3061846E+3	-1.7007372E+3
4.3071846E+3	-1.6930250E+3
4.3081855E+3	-1.7314630E+3
4.3091851E+3	-1.7269412E+3
4.3101851E+3	-1.7108154E+3
4.3111851E+3	-1.7329736E+3
4.3121851E+3	-1.7428081E+3
4.3131851E+3	-1.6956282E+3
4.3141855E+3	-1.6947797E+3
4.3151846E+3	-1.7093159E+3
4.3161846E+3	-1.7029280E+3
4.3171846E+3	-1.7145231E+3
4.3181855E+3	-1.7121836E+3
4.3191851E+3	-1.7095598E+3
4.3201860E+3	-1.7275702E+3
4.3211851E+3	-1.7245054E+3
4.3221851E+3	-1.7483391E+3
4.3231851E+3	-1.7217665E+3
4.3241865E+3	-1.7633297E+3
4.3251855E+3	-1.7366647E+3
4.3261865E+3	-1.7209883E+3
4.3271855E+3	-1.7406456E+3
4.3281855E+3	-1.7747395E+3
4.3291860E+3	-1.7575145E+3
4.3301860E+3	-1.7520710E+3
4.3311860E+3	-1.7572716E+3
4.3321860E+3	-1.7219863E+3
4.3331851E+3	-1.7845391E+3
4.3341855E+3	-1.7131661E+3
4.3351855E+3	-1.7296685E+3
4.3361865E+3	-1.7311857E+3
4.3371855E+3	-1.7127440E+3
4.3381880E+3	-1.7068606E+3
4.3391860E+3	-1.7064865E+3
4.3401860E+3	-1.7408724E+3
4.3411860E+3	-1.7416058E+3
4.3421860E+3	-1.7303237E+3
4.3431860E+3	-1.7200188E+3
4.3441865E+3	-1.7498584E+3
4.3451865E+3	-1.7636971E+3
